"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"752","1","55","1","2","2","18.00","1","3","2","2","4","1","3","2","1","1","2","2","2","3","3","4","4","3","3","4","3","2","4","3","2","3","2","3","2","2","2","3","4","3","4","3","4","2","2","3"
"753","1","41","1","1","2","15.00","2","5","2","2","2","1","1","1","1","1","1","2","2","1","4","3","3","1","1","1","3","4","2","3","2","2","2","2","3","3","3","3","4","4","2","2","4","3","3","2"
"754","1","50","1","1","1","26.00","1","5","2","2","2","1","4","3","2","4","3","2","5","1","3","4","2","3","3","2","5","4","3","1","1","3","5","1","1","1","2","5","2","1","3","2","3","2","1","3"
"755","2","54","1","1","2","25.00","1","5","3","3","3","3","3","3","2","3","2","3","3","2","3","3","4","2","3","3","3","3","2","3","3","3","5","3","3","3","3","3","4","4","4","2","4","3","3","3"
"756","2","57","1","1","1","15.00","2","5","4","4","1","5","2","4","4","4","3","4","2","1","1","1","3","1","1","2","3","3","2","2","3","2","4","4","3","4","4","3","3","4","2","3","4","3","3","3"
"757","1","26","1","1","1","5.00","1","5","4","4","4","2","1","3","2","1","1","2","2","2","2","3","4","1","2","2","4","3","3","3","4","4","4","3","3","2","2","3","4","5","4","2","3","2","3","2"
"758","2","53","2","2","1","7.00","1","1","3","4","3","4","2","4","1","1","1","3","3","3","4","3","3","1","1","3","3","5","4","3","3","3","3","4","4","3","3","3","1","3","5","5","5","5","5","5"
"759","2","26","1","1","2","3.00","1","3","3","4","5","3","5","4","1","4","1","5","2","5","5","3","5","1","1","1","4","4","3","2","5","5","3","5","5","3","1","3","4","5","5","1","5","1","5","3"
"760","2","28","1","1","1","3.00","1","3","4","3","5","3","2","3","3","5","4","3","3","3","5","3","5","3","3","3","3","3","5","3","3","4","4","3","1","3","2","4","3","4","3","2","3","3","3","4"
"761","2","45","1","1","1","","1","4","3","2","2","2","4","4","4","4","5","2","2","2","4","3","4","2","3","2","4","2","4","3","2","3","4","3","3","4","2","4","4","3","2","1","1","1","1","1"
"762","1","50","1","2","2","28.00","1","3","4","4","5","3","4","5","4","5","4","4","4","5","3","5","5","4","4","4","4","4","3","4","5","4","4","4","4","5","4","4","4","4","4","2","3","2","3","3"
"763","2","26","2","1","1","0.58","2","5","3","3","4","3","3","3","4","3","3","3","4","2","2","2","2","2","2","2","2","3","2","3","3","2","3","3","2","2","2","2","4","4","3","2","3","3","2","2"
"764","2","25","2","2","1","1.00","1","2","2","2","4","2","3","2","4","1","4","5","4","3","5","3","4","1","2","1","3","2","2","1","2","2","4","3","3","1","2","4","1","2","2","5","5","5","5","4"
"765","1","37","1","1","3","20.00","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","3","2","2","2","2","4","3","4","4","4","5","5","5"
"766","2","28","2","1","1","2.00","2","5","3","4","4","3","3","3","4","4","4","3","3","3","4","3","4","3","3","3","4","4","3","3","3","4","3","3","3","3","3","3","3","3","3","2","3","4","3","3"
"767","1","43","1","1","3","10.00","1","3","4","4","5","5","4","4","3","3","4","4","4","4","5","4","5","4","4","4","5","5","3","5","4","4","4","4","4","4","4","4","4","4","5","1","3","2","2","2"
"768","1","53","1","1","1","20.00","1","3","4","5","4","5","4","4","5","5","5","4","5","5","5","4","4","4","4","5","5","4","4","5","4","5","4","4","5","5","4","4","4","5","4","1","1","1","1","1"
"769","1","52","1","1","2","27.00","2","5","3","2","2","3","2","3","4","4","2","3","4","2","2","2","2","2","2","1","3","3","2","2","3","2","4","3","3","3","3","2","2","2","2","1","1","1","1","1"
"770","2","29","1","1","1","7.00","1","1","1","1","1","1","1","1","2","1","5","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","5","5","5","5"
"771","1","36","1","1","2","16.00","1","5","4","4","5","5","4","4","5","5","5","3","3","3","4","4","2","2","2","2","4","4","4","3","1","4","3","4","3","2","2","3","4","4","3","2","4","2","2","3"
"772","2","28","2","1","1","0.33","2","5","4","4","2","4","4","4","4","4","4","2","3","3","3","3","4","2","2","3","3","3","4","3","3","3","4","4","4","3","4","4","3","4","2","4","4","5","3","3"
"773","1","38","1","2","1","6.00","1","2","4","3","3","3","3","3","3","3","3","4","3","3","5","4","4","3","3","3","3","4","2","3","3","3","3","3","3","2","3","3","4","4","4","1","1","1","1","1"
"774","1","31","2","2","1","10.00","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","4","4","4","3"
"775","2","26","1","1","1","0.50","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1"
"776","1","49","1","1","1","20.00","1","1","4","4","3","3","4","3","4","4","4","4","4","4","4","4","5","3","3","4","4","4","4","4","4","4","4","4","4","3","3","3","4","5","4","2","3","3","2","2"
"777","1","47","1","1","1","10.00","1","4","3","3","4","3","3","3","3","3","3","3","3","3","2","3","3","1","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","1","2","1","1","2"
"778","1","34","1","2","1","8.00","1","2","3","4","3","2","3","2","4","2","4","4","4","4","4","4","4","3","3","3","4","4","4","4","2","4","4","4","3","2","2","2","3","3","3","2","3","2","2","2"
"779","2","23","2","2","1","2.00","1","5","4","4","5","2","2","3","3","5","4","3","4","3","4","4","4","2","4","3","5","5","3","5","4","4","4","4","3","3","4","4","2","1","2","4","3","4","2","4"
"780","1","53","1","1","1","36.00","2","4","3","1","3","5","1","3","1","5","1","1","1","1","5","1","1","1","1","1","3","5","1","1","1","1","3","1","1","1","3","3","1","1","1","5","3","5","5","5"
"781","1","50","1","1","1","4.00","1","2","4","5","3","3","5","5","4","5","5","5","5","5","5","5","5","5","5","3","5","4","5","5","5","5","5","5","5","5","5","5","3","3","3","3","3","3","2","1"
"782","2","28","1","1","1","9.00","2","3","4","3","3","3","3","4","3","2","2","3","3","3","3","2","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","4","3","4","4","4","4","3"
"783","1","35","1","1","1","5.00","1","3","5","4","3","5","4","5","4","2","5","5","4","3","4","4","4","3","3","3","4","2","3","4","4","4","4","4","4","3","4","4","4","4","5","1","3","1","2","1"
"784","1","45","1","1","1","25.00","1","5","4","4","4","4","5","4","3","4","4","3","4","4","4","4","5","4","4","5","3","5","5","4","4","5","4","3","2","3","4","4","4","4","3","1","3","3","3","2"
"785","2","23","1","1","2","2.00","2","4","5","5","4","5","4","4","4","4","5","5","5","5","5","4","5","4","4","5","4","4","4","5","5","4","5","4","5","5","4","5","4","5","5","4","4","5","5","5"
"786","1","55","1","1","1","31.00","1","5","3","3","1","2","1","2","2","4","4","1","1","1","1","2","1","1","1","1","2","3","1","2","2","1","2","2","2","3","2","2","1","1","1","1","1","1","1","5"
"787","2","23","1","1","1","0.50","1","5","4","4","5","3","4","5","5","5","5","4","4","2","4","4","2","3","2","4","3","3","3","4","4","4","4","4","5","4","4","4","3","3","2","1","2","2","1","1"
"788","1","48","1","1","3","22.00","1","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","1","1","1","1","1"
"789","1","33","1","1","2","6.00","1","5","4","4","5","4","4","4","5","3","4","4","4","5","4","4","4","5","4","3","3","4","4","4","4","5","4","4","4","4","5","4","4","4","5","2","2","2","2","2"
"790","2","48","1","1","3","5.00","1","3","4","4","4","4","4","4","4","4","4","4","4","2","2","3","2","1","1","2","4","4","3","2","4","4","4","4","4","4","4","4","4","4","4","2","4","3","3","3"
"791","1","49","1","1","1","14.00","1","2","4","3","4","2","5","5","3","4","4","5","5","5","5","4","4","3","4","4","5","4","4","4","5","5","4","4","3","4","5","4","4","5","4","2","3","2","3","2"
"792","1","41","1","1","1","2.50","2","2","5","4","3","3","2","4","3","1","1","3","2","1","2","1","2","2","1","1","4","3","2","2","3","3","4","3","3","3","3","3","3","4","3","2","2","2","2","2"
"793","1","40","1","1","2","5.00","1","2","3","3","5","5","3","4","1","1","3","5","5","4","4","3","4","4","4","3","5","5","4","4","5","4","3","4","4","4","4","5","5","3","3","1","4","3","3","3"
"794","2","49","1","1","1","23.00","1","5","4","4","4","5","4","3","2","4","4","3","4","1","2","2","1","1","1","2","4","4","2","2","4","4","4","4","4","4","4","5","3","4","4","2","4","3","4","4"
"795","1","35","1","1","1","1.00","1","1","4","5","3","4","5","5","5","5","5","5","5","5","5","4","4","3","4","3","5","5","4","3","3","3","5","5","3","4","4","4","3","3","4","5","4","2","1","2"
"796","1","57","1","1","2","38.00","1","2","4","4","4","4","4","4","4","2","2","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"797","2","22","1","1","1","2.00","1","2","5","5","4","4","2","4","5","5","5","4","4","4","2","3","1","1","1","4","5","4","4","3","4","3","5","4","4","3","3","4","4","4","3","1","4","2","2","1"
"798","1","31","1","1","2","5.00","1","4","1","4","4","4","5","3","4","4","5","4","4","5","3","3","5","4","5","4","4","4","4","5","5","4","4","3","5","4","4","3","3","4","4","4","4","4","1","1"
"799","1","58","1","1","2","17.00","1","3","3","3","3","3","2","2","3","4","4","2","3","3","3","3","3","2","2","2","3","4","3","2","2","2","4","3","3","3","3","3","2","2","3","4","4","4","4","3"
"800","1","43","1","1","1","14.00","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","3","1","1","2"
"801","2","47","1","2","2","25","1","4","2","3","3","4","4","4","4","2","5","2","3","2","2","3","4","2","2","3","4","4","3","4","4","4","4","4","4","3","4","4","4","3","3","2","2","2","2","2"
"802","2","19","2","1","1","1","2","2","1","3","2","1","2","1","2","4","3","3","3","1","3","2","3","2","2","2","3","2","2","2","3","3","2","3","2","2","2","2","4","3","4","4","3","3","3","4"
"803","2","20","2","2","1","1","1","2","3","4","2","3","1","2","1","2","1","1","1","1","2","3","1","2","2","2","2","2","3","3","2","2","3","3","1","1","2","3","3","2","3","3","4","4","3","4"
"804","2","19","2","1","1","1","3","5","5","5","3","5","2","5","4","1","3","4","4","4","1","4","3","1","2","3","4","4","5","4","3","4","2","3","3","1","1","1","5","4","2","1","2","2","1","3"
"805","2","19","1","1","1","2","3","3","1","1","1","2","2","2","1","1","1","2","2","2","1","3","2","3","3","2","1","1","2","3","3","3","3","3","3","2","3","1","1","1","2","1","2","2","2","2"
"806","2","21","2","1","1","1.5","1","4","4","4","5","4","4","4","4","2","4","4","4","4","4","4","4","3","2","3","3","4","3","4","4","3","4","4","3","4","4","4","5","4","4","1","2","3","3","3"
"807","1","50","1","1","1","20","1","3","4","3","5","5","3","4","3","3","1","4","3","3","5","3","4","3","3","3","4","4","4","4","5","4","4","3","4","3","4","4","3","4","3","3","4","2","3","2"
"808","2","27","1","1","1","1","1","2","5","5","5","5","5","4","4","2","5","5","5","5","4","3","5","5","3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","4","3","3","3","3","1","1"
"809","1","32","1","1","1","5","1","2","1","1","1","1","1","1","1","2","1","1","1","3","1","1","1","3","3","2","1","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2"
"810","1","49","1","1","3","3","1","2","5","5","4","3","4","5","4","2","5","5","4","5","5","4","5","3","3","3","4","4","4","4","4","5","5","5","3","5","4","4","5","5","5","3","2","2","2","2"
"811","2","43","1","1","2","22","1","1","5","2","1","5","3","4","1","1","4","4","3","5","5","5","5","3","4","3","4","3","2","4","5","5","5","2","2","4","4","4","5","5","5","2","2","2","4","2"
"812","1","25","2","2","1","1","3","2","4","4","4","3","5","4","5","3","5","4","4","3","4","5","4","5","5","4","3","4","4","5","4","4","5","4","5","5","5","5","5","5","5","2","2","2","2","2"
"813","2","38","1","1","2","5","1","5","5","4","5","4","2","5","5","5","4","2","2","2","2","1","2","2","1","2","4","4","2","4","4","2","5","4","2","5","4","4","4","4","4","4","3","3","2","4"
"814","2","51","1","1","2","14","1","1","4","4","4","4","4","4","4","4","3","4","4","4","3","3","3","3","3","3","4","4","3","4","4","3","4","4","4","4","4","4","5","5","5","4","4","4","3","2"
"815","2","20","1","2","1","2.5","1","1","4","5","3","5","4","4","2","3","2","4","4","4","2","2","2","2","2","2","4","4","4","2","4","3","4","4","2","2","3","4","4","4","4","4","2","2","2","2"
"816","2","39","1","1","1","16","3","1","2","1","1","1","1","1","3","3","2","2","2","1","4","2","4","1","1","2","3","4","1","1","1","1","2","3","2","3","2","1","3","5","4","4","5","5","5","4"
"817","1","58","1","1","1","34","1","4","4","3","4","4","4","4","1","4","4","4","3","4","4","4","2","2","3","2","4","4","4","4","3","3","4","4","3","1","4","4","3","4","4","2","2","2","2","2"
"818","1","39","1","1","2","15","1","5","4","4","4","4","4","3","2","4","2","3","3","4","4","4","4","2","2","3","5","4","3","4","4","4","4","4","4","3","4","4","4","4","4","3","3","2","3","2"
"819","2","52","1","1","1","23","3","5","3","2","2","3","3","4","5","4","2","4","4","2","3","3","2","4","2","3","4","5","3","2","4","2","5","3","2","1","2","3","3","4","4","2","4","3","3","4"
"820","2","48","1","1","1","6","2","3","4","4","2","3","2","3","3","3","2","3","4","2","3","3","3","3","2","3","4","2","2","4","2","3","3","3","3","3","3","2","5","5","5","3","3","3","3","2"
"821","2","44","1","1","2","24","1","4","5","4","4","5","3","5","4","5","3","3","3","3","5","4","3","3","3","3","5","3","3","5","3","3","4","4","3","3","2","3","4","3","2","3","4","3","3","4"
"822","2","45","1","2","2","20","1","3","4","4","3","3","3","3","5","5","4","4","4","4","3","3","3","2","2","2","3","4","3","3","4","3","4","4","3","4","4","4","4","4","3","3","4","4","3","1"
"823","2","44","1","2","1","24","3","2","2","1","2","2","1","2","4","4","5","2","3","3","2","3","2","2","2","2","4","3","4","4","3","4","4","3","3","4","4","5","4","4","3","4","3","3","2","4"
"824","2","52","1","1","2","10","1","2","3","4","4","4","3","3","5","1","5","4","3","2","3","2","2","2","2","3","3","1","2","3","3","3","4","4","3","2","3","4","4","5","5","5","5","1","3","4"
"825","1","53","1","1","3","5","3","3","4","5","4","5","5","5","3","5","3","4","4","4","4","4","3","2","3","3","4","4","4","4","4","3","4","4","4","5","5","5","4","4","5","3","4","3","3","2"
"826","1","38","1","1","2","6","3","3","2","2","3","2","2","2","2","3","4","1","2","2","3","3","4","2","4","4","2","4","3","3","3","3","4","3","4","3","4","3","2","2","2","4","5","5","5","4"
"827","2","53","1","2","1","10","1","1","1","2","1","5","1","2","1","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","1","2"
"828","1","37","1","1","2","6","1","5","4","4","4","4","4","3","4","4","3","4","4","4","2","3","4","4","2","4","4","4","4","2","4","4","5","4","3","3","3","2","3","4","4","2","2","2","2","2"
"829","2","37","1","2","1","7","1","5","1","3","4","5","4","5","3","3","5","2","4","3","2","2","5","1","1","3","5","3","4","5","4","3","1","5","3","3","5","5","1","2","1","4","3","4","3","3"
"830","2","31","1","2","1","8","1","5","4","3","4","5","5","5","5","3","2","3","5","2","2","3","3","1","1","2","5","5","5","3","3","3","3","4","4","5","4","5","1","4","4","4","4","3","3","3"
"831","2","23","1","1","1","1.083","2","3","4","2","3","5","4","3","5","5","5","2","2","1","1","1","1","1","1","1","3","4","4","1","2","1","4","3","2","2","4","4","2","4","4","4","5","4","4","4"
"832","2","29","1","1","2","5","2","3","4","4","5","4","5","4","5","5","4","5","5","5","1","2","1","1","1","1","5","5","5","1","2","2","5","5","5","4","5","4","5","5","5","4","4","1","1","1"
"833","1","25","3","1","1","0.083","3","5","5","5","5","5","5","5","4","3","5","5","5","5","4","5","5","5","4","4","5","5","5","4","5","5","5","5","3","5","5","4","4","3","3","1","1","1","1","1"
"834","2","45","1","1","1","24","1","4","4","4","3","4","4","4","4","3","3","3","3","3","3","3","4","2","2","2","4","3","4","2","4","4","4","4","4","4","4","4","3","3","3","1","1","1","1","1"
"835","1","47","1","1","1","28","1","2","4","4","2","4","3","4","4","2","3","3","3","4","4","4","3","3","3","4","4","4","4","4","3","3","4","3","3","3","4","4","4","4","2","1","1","1","1","1"
"836","1","22","2","1","1","0.16","1","5","4","2","3","2","2","5","2","1","1","2","2","2","2","2","1","1","2","2","4","4","2","2","1","2","3","2","2","3","3","4","3","5","5","4","4","5","4","3"
"837","2","25","1","1","2","5","2","3","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","4","3","3","4","4","5","5","4","5","5","5","4","4","4","4","5","5","2","1","1","1","1","1"
"838","2","37","1","1","1","2","3","5","3","3","3","1","1","2","4","3","3","2","2","3","2","3","3","2","2","2","2","2","2","2","2","2","3","4","2","2","2","1","3","5","4","4","5","4","4","2"
"839","2","53","1","1","1","32","3","2","4","4","4","3","3","3","3","3","3","4","3","3","3","2","4","3","2","4","3","4","4","2","3","4","4","4","4","4","3","4","1","1","1","5","5","5","5","5"
"840","1","24","1","2","1","3","3","1","3","5","4","5","4","4","2","1","3","5","5","5","5","4","5","3","3","4","4","4","4","4","3","3","2","4","4","4","4","4","3","3","3","2","4","4","3","2"
"841","1","58","1","1","2","35","1","4","4","4","4","4","4","4","2","4","2","4","4","3","2","4","4","2","2","2","3","3","2","4","4","3","4","3","2","2","3","2","4","4","1","1","1","1","1","1"
"842","2","43","1","1","1","7","1","5","4","4","4","4","2","4","2","3","2","3","2","4","3","3","4","2","2","2","4","4","4","2","4","4","4","4","4","4","4","4","4","4","2","2","2","2","3","2"
"843","2","48","1","1","3","28","2","5","5","5","5","4","4","4","3","3","3","5","4","4","4","4","4","3","4","4","4","4","4","5","4","3","3","4","4","4","3","4","4","5","4","2","3","4","3","4"
"844","2","47","1","1","3","19","2","3","4","4","4","4","4","4","4","3","5","4","4","4","5","4","5","3","3","4","4","3","4","4","4","4","4","4","4","3","3","4","4","4","3","1","1","1","1","1"
"845","2","57","1","1","1","25","1","5","2","3","2","3","2","3","3","3","3","3","3","2","2","3","2","2","2","2","3","3","3","3","3","2","3","3","3","3","3","3","4","4","4","3","4","4","4","2"
"846","2","53","1","1","1","2.5","1","2","2","1","1","4","3","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","2","3","2","3","5","4","4","5","5","4","4"
"847","2","33","1","1","2","1","1","2","4","3","2","5","2","2","1","3","1","2","4","5","1","1","3","2","1","1","3","3","2","1","1","1","3","3","3","3","3","3","1","4","5","4","5","5","4","3"
"848","2","20","1","1","1","2","1","1","5","4","4","3","4","3","4","3","4","4","4","4","5","4","5","2","2","4","4","4","3","3","4","4","4","4","3","3","3","4","4","4","1","2","2","2","2","2"
"849","2","20","2","1","1","1.33","1","1","5","4","2","5","1","4","5","5","5","5","5","4","5","5","5","5","4","4","4","2","5","4","2","4","3","4","2","1","3","1","4","4","4","3","3","1","4","2"
"850","2","26","1","1","2","1","2","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","2","3","4","5","5","4","3","3","4","4","5","5","3","5","2","3","1"
"851","1","52","1","1","1","18","1","4","4","4","4","4","4","4","3","3","2","4","4","4","4","3","3","2","3","3","4","4","4","3","4","4","4","4","4","3","4","4","3","4","3","2","2","2","2","2"
"852","2","24","1","1","1","2","1","4","4","4","4","3","4","3","4","4","4","3","4","3","3","3","3","1","2","1","2","2","3","2","3","2","3","3","3","3","3","4","4","5","5","2","2","2","2","2"
"853","2","56","1","1","2","6","1","3","5","5","4","4","4","5","4","4","4","4","4","4","5","3","4","3","3","3","4","4","4","3","4","4","4","5","4","4","4","4","5","4","5","3","3","2","3","2"
"854","1","21","2","2","1","0.25","1","4","4","4","4","4","4","4","5","5","5","3","5","4","3","4","4","5","4","5","4","3","5","4","5","4","5","5","5","4","5","4","4","4","4","1","1","2","1","2"
"855","2","52","1","1","1","30","1","2","3","4","3","3","3","3","3","3","3","4","3","3","3","4","3","3","3","3","3","3","4","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3"
"856","2","21","2","1","1","0.083","2","3","1","1","1","1","3","1","1","1","1","1","1","3","1","3","1","3","3","3","1","3","1","1","1","1","1","1","1","3","3","3","4","5","3","2","3","1","1","1"
"857","2","21","2","2","1","0.41","1","1","5","4","3","4","3","4","5","5","5","5","5","5","5","3","4","3","3","4","4","5","4","3","4","4","4","3","3","3","3","3","4","4","2","1","3","2","1","1"
"858","2","23","1","1","1","1.25","1","3","5","5","2","4","5","5","2","1","2","4","4","4","5","4","4","4","4","3","5","5","5","5","4","4","5","5","4","3","3","2","5","5","5","2","3","2","2","1"
"859","2","34","1","1","1","11","1","5","2","2","4","4","5","3","4","2","2","2","1","2","1","2","1","1","1","2","1","1","2","4","2","2","4","2","4","3","4","4","4","5","5","5","5","4","5","4"
"860","2","32","1","1","1","7","1","3","3","2","3","1","2","2","1","3","1","1","2","1","1","1","2","1","1","1","2","4","3","3","3","1","3","2","3","2","3","3","2","3","3","5","5","4","5","3"
"861","2","21","2","1","1","0.16","3","5","3","4","2","4","3","4","4","3","2","4","4","3","2","3","2","2","2","1","4","2","4","4","4","2","3","1","3","2","3","2","4","4","3","2","3","3","1","1"
"862","2","24","1","1","1","2","1","4","4","4","5","2","3","4","3","4","5","3","3","3","4","3","4","1","2","2","3","3","5","3","4","4","4","4","4","2","3","3","4","4","4","2","2","1","3","2"
"863","2","25","1","1","2","1.25","1","4","4","3","5","3","3","3","4","5","5","3","4","3","2","4","3","3","4","3","4","4","3","3","3","4","3","5","3","3","4","5","5","5","5","1","1","1","1","1"
"864","2","25","1","1","1","1","1","3","4","4","4","4","4","4","5","2","4","4","4","4","2","3","4","2","3","2","3","2","3","4","4","4","4","3","2","3","4","4","4","4","4","2","4","4","3","1"
"865","1","25","1","1","1","2.5","1","3","4","4","5","3","3","4","3","2","5","4","3","4","4","3","4","2","3","4","3","3","3","3","4","3","3","3","4","4","4","5","4","3","4","2","4","2","2","2"
"866","2","26","1","1","2","3","1","3","5","5","5","4","4","5","5","5","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","5","5","5","2","2","1","1","1"
"867","2","38","1","2","1","4","3","3","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","1","1","1","2","1","3","1","1","1","5","5","5","5","5","5","5","1"
"868","2","49","1","2","1","17","1","4","2","1","1","2","3","3","3","2","4","1","2","2","1","2","1","1","2","1","2","1","1","2","2","2","1","2","2","1","3","2","1","1","1","5","4","5","5","5"
"869","1","32","1","1","2","","1","4","2","3","1","4","2","3","3","4","3","3","2","2","1","3","2","1","1","1","2","2","3","3","4","3","4","4","3","2","2","3","2","3","1","1","3","2","2","4"
"870","2","46","1","1","2","1","3","4","4","4","4","4","4","4","4","5","3","4","4","4","2","2","2","2","2","2","3","4","3","3","5","2","4","4","3","5","5","3","4","4","3","3","4","2","2","2"
"871","2","24","2","1","1","2","1","3","5","5","4","5","5","5","3","2","4","5","5","5","4","4","5","3","3","3","5","5","5","4","5","4","5","5","4","5","4","4","4","5","4","2","1","1","1","1"
"872","2","35","1","1","1","7","1","3","3","2","3","1","2","3","2","4","4","3","1","3","2","4","3","2","2","2","2","2","4","3","2","3","3","3","1","2","3","4","3","3","1","2","4","4","4","3"
"873","2","33","1","1","1","4","3","5","5","5","3","1","4","5","4","5","2","2","1","2","2","4","4","1","1","1","4","4","4","4","4","2","5","5","1","4","1","4","5","5","4","5","5","1","1","1"
"874","2","55","1","1","1","7.5","1","2","4","3","1","1","1","1","4","1","3","1","3","1","1","1","1","1","1","1","3","3","3","1","1","1","4","3","3","1","1","1","5","5","5","5","5","3","3","3"
"875","2","50","1","1","1","16","3","5","4","4","4","4","4","4","4","3","4","4","3","3","3","3","2","3","2","2","4","2","4","2","3","3","4","4","2","4","4","4","3","3","2","3","2","2","2","4"
"876","1","22","1","1","1","0.33","1","3","4","3","4","5","3","4","5","2","5","4","4","3","4","4","4","3","3","4","4","4","4","4","4","4","4","3","4","3","3","3","4","3","3","1","4","3","4","1"
"877","1","26","1","1","1","0.83","1","3","5","5","5","5","3","4","5","5","5","5","5","4","5","4","5","3","3","3","5","3","5","3","5","5","4","4","3","3","3","4","4","5","4","1","3","2","1","1"
"878","1","25","2","2","1","0.33","3","5","1","1","2","2","2","1","2","3","1","3","2","2","4","3","2","1","1","2","1","4","2","1","2","1","2","2","4","2","3","2","4","3","2","1","2","1","1","1"
"879","2","24","1","2","1","1.41","1","3","4","3","4","2","1","2","3","1","4","2","3","3","4","3","5","1","1","1","5","4","4","4","2","3","5","5","3","1","3","4","5","4","1","2","4","1","4","2"
"880","2","26","1","1","1","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","3","5","4","3","4","4","4","3"
"881","2","24","1","1","1","0.5","3","1","2","1","2","3","1","4","2","1","3","2","2","2","1","3","4","1","2","4","2","2","2","4","2","2","4","2","4","1","1","1","2","2","5","4","5","4","5","5"
"882","2","41","1","2","1","22","3","5","2","3","3","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","2","4","1","2","1","1","1","3","1","1","1","1","4","3","3","1","4","4","4","3"
"883","2","36","1","1","1","14","1","3","1","2","3","3","4","1","4","4","5","3","3","3","3","2","2","1","1","1","2","2","2","2","2","3","3","3","3","3","3","4","4","4","4","2","4","5","3","2"
"884","2","36","1","1","1","11","1","5","4","5","5","4","4","4","4","4","3","4","3","4","4","3","4","3","3","2","4","5","3","4","4","4","4","4","5","4","4","4","3","3","3","2","2","4","2","3"
"885","2","28","2","1","1","3","3","5","4","4","3","4","2","4","3","5","5","5","4","4","4","3","3","2","4","4","4","2","4","2","4","2","4","4","4","5","4","5","2","3","2","4","4","5","4","4"
"886","2","35","1","1","2","10","2","3","3","3","3","4","4","4","4","5","4","2","2","2","2","3","5","2","2","2","2","2","3","1","2","2","4","4","4","5","5","5","3","4","4","5","5","4","5","4"
"887","2","29","1","2","2","30","1","5","5","5","5","5","5","5","3","2","4","4","5","5","5","4","5","2","3","2","4","4","5","4","5","5","4","4","5","3","5","4","4","5","4","2","4","2","2","2"
"888","1","55","1","1","1","15","3","5","4","4","2","4","3","4","2","4","4","2","2","3","3","2","2","2","2","2","2","3","5","3","2","2","3","4","2","3","4","3","3","3","3","2","2","2","2","2"
"889","1","52","1","1","2","10","2","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","3","5","5","5","5","1","1","4","5","5","5","5","5","5","5","5","5","1","1","1","1","1"
"890","2","33","1","1","1","5.5","1","3","3","2","3","2","3","2","4","3","4","2","2","3","1","2","1","1","2","2","3","3","4","1","2","2","3","3","3","3","2","2","3","3","3","4","4","4","3","4"
"891","2","48","1","1","2","8","2","3","5","4","3","4","4","4","4","5","5","4","4","4","2","3","2","4","2","3","4","2","5","1","1","1","4","4","4","4","5","5","4","5","5","4","5","4","4","2"
"892","2","50","1","1","1","12","2","3","3","3","2","3","3","2","4","3","4","2","2","3","2","2","2","2","1","2","3","4","3","2","2","3","3","2","3","2","2","3","3","3","4","4","4","4","4","2"
