"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"893","2","56","1","1","2","6","1","3","5","4","4","4","5","5","5","4","5","4","4","4","5","4","5","4","5","5","4","4","5","4","4","4","4","4","4","4","4","5","4","4","4","4","5","5","5","4"
"894","2","37","1","1","1","0.16","2","3","5","5","4","4","4","5","5","5","5","5","5","5","4","4","5","3","3","3","4","5","5","3","3","4","5","4","4","4","4","4","5","5","2","1","1","1","1","1"
"895","2","45","1","1","1","1","1","3","3","5","4","4","4","4","5","5","5","5","5","5","4","4","4","3","3","3","5","4","4","1","1","1","4","5","4","3","3","4","3","3","3","1","1","1","1","1"
"896","2","30","1","1","1","1","2","3","5","4","3","5","3","5","5","5","4","3","4","3","1","2","1","2","2","4","5","2","4","2","3","3","5","5","3","4","3","3","3","3","3","4","4","3","3","4"
"897","2","53","1","2","2","7","2","3","4","4","3","3","2","2","2","4","4","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","4","3","3","3","5","5","5","5","5","5"
"898","1","23","1","2","1","0.083","1","5","2","4","4","5","3","3","5","1","5","5","5","5","3","3","5","2","3","3","5","3","5","4","3","5","3","3","5","2","4","4","4","3","2","2","4","2","2","1"
"899","2","54","1","1","1","5","2","3","5","5","4","4","4","5","5","5","5","5","5","5","3","3","5","2","3","3","4","4","5","2","2","4","5","5","3","5","3","5","4","4","4","3","4","3","3","1"
"900","1","57","1","1","1","10","1","2","2","3","4","4","4","4","4","1","4","2","4","2","4","3","4","2","2","2","2","3","4","4","2","3","2","2","3","2","2","2","4","3","4","2","3","2","2","2"
"901","2","50","1","1","1","20","1","4","5","5","4","5","4","5","4","3","5","4","4","4","4","4","4","3","2","3","4","5","4","4","4","5","4","4","4","4","4","4","4","2","4","2","2","2","2","2"
"902","2","60","1","1","1","35","2","3","3","3","3","5","3","2","5","5","5","2","2","3","2","2","2","2","2","2","3","4","3","1","2","1","5","5","3","3","3","3","3","2","3","3","3","3","3","4"
"903","2","51","2","1","1","3","3","3","3","2","2","2","3","2","4","4","2","4","3","2","2","3","4","1","2","2","3","2","4","3","2","2","4","2","4","2","3","4","3","4","3","2","2","2","2","2"
"904","2","47","1","1","2","4","2","3","4","4","4","4","4","4","5","4","4","4","4","4","3","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","3"
"905","1","39","1","1","2","2","1","1","4","5","4","5","4","5","3","1","3","4","3","3","5","2","4","1","1","1","2","3","2","2","4","2","5","2","3","4","3","4","4","3","3","1","1","1","1","1"
"906","1","25","2","2","1","0.41","3","3","5","3","3","3","3","3","2","3","3","4","4","4","4","4","4","4","4","4","5","5","4","4","3","4","3","4","4","2","4","4","3","2","2","4","2","2","2","2"
"907","2","40","1","1","1","5","1","5","2","2","2","4","2","2","2","4","2","2","2","2","2","2","2","2","2","2","4","4","2","2","2","4","2","2","4","2","2","4","2","2","2","2","4","4","4","4"
"908","1","27","2","1","1","1","2","2","4","1","2","1","2","1","3","4","3","2","3","3","2","1","1","2","1","1","3","1","3","1","1","1","3","3","1","1","1","1","3","5","4","5","3","4","3","5"
"909","1","43","1","1","1","20","3","4","3","4","4","1","4","4","1","4","4","4","5","3","4","2","4","1","1","1","2","2","2","3","2","3","4","4","3","4","3","4","4","3","4","2","2","2","2","2"
"910","1","24","2","1","1","0.33","2","2","4","3","4","2","2","1","3","4","3","3","3","2","1","1","1","1","1","1","3","3","3","1","3","2","4","4","3","2","2","2","5","5","5","3","3","1","1","4"
"911","1","36","2","1","2","0.41","2","2","4","4","3","2","3","2","4","3","4","2","3","3","3","1","1","1","1","3","1","1","1","3","2","1","3","4","2","2","2","2","3","4","4","4","5","3","1","1"
"912","1","46","1","1","3","22","1","2","4","4","4","3","3","3","3","4","4","4","3","4","4","4","4","3","3","4","4","3","4","3","4","3","3","3","4","3","3","3","4","5","4","2","2","2","2","2"
"913","1","52","1","1","1","30","3","3","3","3","2","2","2","1","3","3","3","2","2","3","4","4","3","2","3","2","2","4","4","3","4","4","4","3","5","2","4","5","4","5","5","1","2","2","1","2"
"914","1","28","1","1","2","0.5","2","2","4","4","2","3","3","4","5","4","4","4","5","1","5","2","5","2","4","5","3","5","4","2","3","3","4","4","3","2","3","5","4","5","3","2","4","1","2","3"
"915","1","30","1","1","1","6","1","2","4","3","4","4","3","3","1","5","4","3","3","2","3","3","2","2","3","2","4","2","2","3","3","2","2","3","3","2","3","4","4","3","2","3","3","4","2","2"
"916","1","24","1","1","1","0.75","1","5","4","3","2","5","1","4","2","5","3","4","1","2","4","3","2","1","3","3","3","3","3","3","3","3","4","4","4","3","4","3","3","1","5","4","5","5","5","4"
"917","1","24","1","1","1","0.25","1","5","5","5","5","4","1","5","4","3","1","5","5","4","3","4","2","1","1","5","5","4","3","2","4","4","5","5","5","5","5","2","4","5","4","2","4","4","4","5"
"918","1","25","1","1","1","5","1","5","5","5","5","5","5","3","4","3","5","3","5","5","5","5","5","3","4","5","5","2","5","5","5","5","5","4","5","5","5","5","5","5","5","3","5","5","5","3"
"919","1","26","2","1","1","2","3","5","5","5","4","2","4","3","4","4","4","3","3","3","4","3","4","1","1","2","2","5","4","3","3","3","4","4","4","5","4","5","4","2","2","2","3","4","3","2"
"920","2","53","1","1","1","3","2","3","4","3","2","3","3","2","4","4","4","3","2","3","1","4","2","1","2","1","4","4","4","1","4","3","3","3","2","3","3","4","3","3","3","2","3","3","2","2"
"921","2","56","1","1","1","5","2","3","4","3","2","4","3","4","4","3","4","3","4","3","2","2","2","2","2","2","4","4","4","3","3","2","3","4","3","3","3","3","4","4","4","5","4","4","4","4"
"922","1","28","1","1","1","0.833","1","2","1","4","5","1","2","1","1","1","1","3","4","1","1","5","1","1","1","2","5","4","5","1","5","1","1","4","1","5","5","5","1","1","3","3","5","5","5","5"
"923","1","48","1","1","1","18","1","5","4","3","4","4","4","5","4","4","5","3","4","2","5","2","5","1","2","2","4","5","5","4","4","4","4","4","4","4","3","2","5","5","5","1","1","1","1","2"
"924","1","24","1","1","1","2.5","1","3","5","4","4","4","4","5","4","4","5","4","4","4","4","3","4","3","3","3","5","5","5","3","4","3","4","4","4","4","4","3","4","4","3","1","4","3","3","2"
"925","1","28","1","1","1","6","1","5","4","4","4","4","4","4","5","4","5","4","5","4","4","2","4","1","1","2","4","4","5","3","4","4","4","4","5","5","4","4","3","4","3","2","2","2","2","2"
"926","1","53","1","1","1","24","1","2","3","4","5","5","5","5","4","5","5","3","2","3","3","3","3","2","3","3","4","5","4","3","5","4","4","5","5","5","5","5","3","3","3","3","4","4","4","4"
"927","1","36","1","1","2","1","1","5","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","2","2","2","2"
"928","2","36","1","2","1","7","2","3","2","4","2","4","3","1","4","4","5","2","1","1","1","1","2","1","1","1","4","4","3","1","1","1","4","3","2","1","1","2","3","5","3","5","4","4","5","5"
"929","1","49","1","1","1","0.5","1","2","3","3","4","4","4","4","4","4","3","3","3","4","4","4","3","3","2","3","4","4","3","4","3","4","4","4","3","3","3","4","3","4","3","3","4","4","4","4"
"930","1","53","1","1","1","21","1","5","3","4","5","5","4","5","4","5","5","5","5","5","5","3","5","2","3","3","4","4","4","4","5","4","4","5","4","5","4","3","4","4","4","1","2","2","2","1"
"931","1","41","1","1","1","7","1","5","4","3","4","5","5","5","3","4","3","3","3","3","2","3","2","3","3","3","4","4","4","3","3","4","3","4","4","4","5","5","4","4","4","2","2","4","3","2"
"932","2","41","1","1","1","7","2","3","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","3","4","4","4","4","4","4","4","4","4","3","4","2","3","2","3","2"
"933","2","42","1","1","1","2","2","3","4","3","1","3","1","1","3","4","3","2","3","1","1","1","1","1","1","1","3","2","3","1","1","1","4","4","3","4","3","3","3","3","4","5","5","5","5","5"
"934","1","40","1","1","1","2","1","2","3","3","3","2","2","3","4","4","2","4","4","4","4","3","4","2","2","2","3","3","3","2","2","3","2","2","2","2","2","2","4","4","4","2","3","2","3","2"
"935","1","61","1","1","2","37","1","2","5","5","4","5","5","5","2","4","2","5","5","4","5","3","5","3","2","3","5","5","4","4","5","5","5","5","5","3","5","5","4","5","4","3","4","3","3","1"
"936","1","62","1","1","2","4","1","3","5","5","4","4","4","4","4","5","4","4","4","4","5","4","5","4","4","4","4","4","5","4","3","4","5","5","4","3","4","4","4","4","4","2","2","2","2","2"
"937","2","34","1","1","1","11","1","1","5","4","4","4","3","1","1","1","3","4","4","4","4","3","4","2","2","3","4","3","4","4","4","3","3","4","3","3","4","4","5","5","5","2","3","1","3","1"
"938","1","39","1","1","1","3","1","5","4","4","5","3","4","4","3","1","2","2","3","2","4","3","1","1","3","2","3","4","4","4","2","3","4","3","4","5","4","5","5","4","4","4","5","4","5","4"
"939","2","26","2","1","1","2","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"940","2","45","1","1","1","0.33","1","4","4","4","4","4","3","4","4","1","3","4","4","2","2","3","4","2","2","2","4","3","2","2","3","3","4","3","3","3","3","3","4","3","3","2","4","3","4","3"
"941","2","23","1","1","1","1.5","3","2","5","5","3","4","4","3","4","3","5","4","4","3","3","4","5","4","4","4","4","4","5","4","3","4","5","4","3","3","3","4","3","4","3","3","4","4","3","3"
"942","2","49","1","1","2","0.083","2","3","5","5","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","3","4","4","2","3","4","4","4","5","3","3","3","5","5","5","1","3","1","1","1"
"943","2","28","3","2","1","0.5","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"944","2","37","2","1","1","10","1","3","4","4","4","4","4","4","3","2","2","4","4","4","4","3","4","2","2","2","4","4","4","4","4","3","4","4","4","3","3","4","5","5","4","1","2","2","2","1"
"945","1","41","1","1","3","5","1","5","5","4","4","4","4","5","4","4","4","4","4","3","4","4","4","2","4","2","4","4","4","4","4","3","4","4","3","4","4","4","4","3","3","3","4","2","4","3"
"946","2","46","1","1","1","10","3","2","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"947","2","38","1","1","1","5","1","4","5","5","4","5","4","5","4","3","3","5","4","2","3","4","3","2","2","3","4","4","4","2","4","3","5","5","3","4","4","5","4","5","5","4","4","5","3","1"
"948","2","43","1","1","1","20","3","3","4","3","2","4","2","3","4","4","3","2","2","2","4","2","2","2","2","2","4","4","2","3","2","4","4","4","2","4","4","4","4","3","4","4","4","4","4","4"
"949","1","33","1","1","1","4","1","4","1","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","4","4","2","3","2","4","3","3","3","4","3","4","4","2","5","1","5","2","5"
"950","2","37","1","2","1","15","1","1","4","3","3","3","2","2","5","1","4","1","4","2","2","2","4","2","2","2","3","4","2","3","2","3","3","4","1","1","1","4","5","5","4","2","4","3","2","1"
"951","2","37","1","2","1","8","1","2","4","4","3","4","4","4","4","3","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","3","3","4","3","3","3","3","4","4","4","2","3","3","2","2"
"952","2","30","1","1","1","3.5","1","2","4","4","4","4","3","3","4","5","5","4","4","3","2","3","4","2","2","4","4","4","4","3","3","4","5","5","3","4","3","4","4","4","3","4","3","4","4","2"
"953","2","23","3","1","1","0.083","3","4","1","2","4","4","3","1","1","1","3","2","3","3","1","2","1","1","1","2","4","3","1","3","4","3","1","4","4","3","3","4","4","2","2","2","4","4","3","2"
"954","2","60","1","1","1","41","1","3","4","3","3","4","3","3","1","3","3","3","3","2","1","1","2","1","1","2","4","4","4","1","5","2","3","3","4","3","3","4","2","3","3","4","4","4","4","3"
"955","1","47","1","1","2","10","3","5","4","3","3","4","4","4","2","4","3","3","3","3","4","2","4","2","2","3","4","4","4","3","3","3","3","3","1","1","3","4","2","1","4","4","5","4","4","4"
"956","2","24","2","2","1","4","3","3","4","4","3","4","4","5","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","5","5","5","4","4","4","1","1","1","1","2"
"957","2","60","1","2","1","10","3","5","3","2","2","3","2","4","3","4","3","3","2","2","2","3","2","2","1","2","4","4","3","3","2","2","4","4","4","4","4","4","3","3","3","3","4","4","4","4"
"958","2","35","1","1","1","3.5","1","3","3","3","5","3","3","4","4","5","5","4","3","3","2","3","2","3","3","2","2","2","3","3","3","2","3","4","4","2","2","2","3","3","3","2","2","4","2","2"
"959","2","42","1","1","2","17","2","2","2","2","3","4","4","4","2","5","2","2","4","2","2","3","1","2","2","4","3","4","4","4","4","4","4","4","2","1","3","4","2","2","4","2","4","4","4","4"
"960","2","25","1","1","1","1","1","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","3","3","3","5","5","4","5","5","4","4","5","5","4","5","5","4","4","4","2","2","3","2","1"
"961","2","21","2","1","1","0.5","1","3","4","4","2","3","2","5","4","5","4","4","4","4","5","4","5","2","2","2","4","4","3","4","5","3","4","4","2","4","4","5","2","2","2","1","2","2","2","4"
"962","2","20","2","2","1","0.42","3","2","5","5","4","3","3","5","5","5","5","4","5","3","4","4","4","4","4","4","4","4","4","3","3","4","4","4","5","4","4","4","4","4","3","2","2","2","2","2"
"963","1","22","2","1","1","1.25","1","2","3","1","3","3","1","3","1","5","5","1","4","3","1","3","1","1","1","1","1","4","4","2","1","5","2","3","3","5","3","5","1","1","5","5","5","5","5","5"
"964","2","20","1","2","1","0.5","2","2","5","4","3","2","3","5","4","1","4","4","4","3","5","3","5","2","4","4","4","5","4","4","4","3","4","3","5","3","3","3","3","3","3","4","4","4","3","3"
"965","2","22","2","2","1","0.42","3","2","4","4","4","5","5","4","4","5","4","5","5","2","4","3","5","1","1","1","5","4","2","2","4","3","4","5","3","5","4","5","3","2","2","2","2","2","2","2"
"966","2","32","1","1","2","1","1","2","3","2","3","3","3","2","2","4","4","2","2","2","1","3","1","1","1","2","2","2","2","1","2","2","3","4","3","2","3","2","2","2","3","3","3","4","3","4"
"967","2","46","2","1","2","0.25","2","5","2","2","4","4","4","4","2","3","3","4","3","2","2","2","2","2","2","3","2","4","2","3","4","4","2","2","4","3","4","3","4","4","3","4","5","4","4","4"
"968","2","38","1","1","3","5","3","3","4","4","4","4","4","4","3","3","4","3","3","3","4","3","4","4","4","4","3","4","4","3","4","4","2","3","3","4","4","4","5","5","5","3","3","3","3","1"
"969","1","43","1","1","1","2","1","3","1","2","2","3","3","3","2","4","4","2","2","2","2","2","2","2","2","1","2","3","2","2","3","2","4","2","3","2","2","3","2","2","4","3","4","4","4","4"
"970","1","47","1","1","1","29","1","2","3","5","4","5","4","5","3","3","4","1","5","4","4","2","4","5","3","4","1","5","4","4","5","4","3","5","5","4","5","4","4","4","3","3","4","4","4","4"
"971","2","22","2","2","1","0.33","1","1","5","2","4","4","5","4","2","1","4","5","4","4","5","2","5","4","3","5","4","4","5","4","4","5","5","5","4","4","3","5","1","4","2","2","4","2","4","1"
"972","2","49","1","1","2","10","2","2","3","4","3","3","4","4","3","4","4","4","4","4","2","2","3","2","2","2","3","3","4","3","4","3","4","3","4","3","4","4","5","5","5","1","1","1","1","1"
"973","2","46","1","1","1","2","3","5","4","3","4","2","3","3","4","4","4","3","4","4","4","3","3","3","3","3","3","4","4","4","4","3","4","3","4","3","3","3","3","3","3","2","3","2","2","2"
"974","1","30","1","1","1","1.5","1","2","5","5","5","5","5","5","5","3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","3","1","2","3","1","1"
"975","2","55","1","1","1","35","1","3","3","4","4","4","4","4","2","4","3","4","4","4","4","4","4","1","1","2","4","4","3","4","4","4","4","4","3","4","4","4","4","4","3","2","3","2","2","2"
"976","2","39","1","1","3","0.041","1","3","5","5","5","5","5","5","5","3","4","5","5","5","5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","1","1","1"
"977","1","29","1","1","2","4","3","4","4","3","4","4","3","5","2","2","3","4","4","3","4","4","4","2","2","3","3","4","4","3","4","4","4","4","4","4","4","4","3","3","3","2","4","4","4","2"
"978","2","32","1","1","1","6","3","5","5","4","2","1","1","2","4","5","2","1","3","1","2","1","1","1","1","1","1","1","3","1","1","2","3","3","3","4","4","4","4","5","5","3","5","4","5","1"
"979","1","37","1","1","2","7","1","1","4","4","4","4","3","4","2","4","2","4","3","4","5","4","4","2","3","3","3","3","3","4","3","3","4","4","4","3","3","3","4","4","4","2","4","3","3","2"
"980","2","58","1","1","1","12","1","1","2","3","3","4","4","2","2","1","1","4","4","3","4","4","2","1","2","1","2","3","2","3","4","3","3","4","4","3","3","3","4","5","4","2","2","2","2","2"
"981","2","56","1","1","1","4","1","4","3","2","3","2","1","3","2","1","3","3","3","3","3","3","3","1","3","2","3","1","3","3","3","3","3","2","3","3","3","4","1","2","4","5","5","5","5","5"
"982","2","47","1","1","1","4","1","4","1","3","3","4","4","1","3","1","3","3","3","3","4","3","3","3","3","3","4","4","3","3","4","3","3","4","3","3","4","4","4","3","3","3","5","5","5","3"
"983","2","35","1","2","1","4","1","5","5","5","4","5","4","5","4","2","4","4","5","4","4","4","4","3","4","4","5","5","4","4","4","4","4","4","5","5","5","5","3","3","3","2","2","2","2","2"
"984","1","52","1","1","2","2","1","3","4","4","4","3","3","3","2","3","2","3","4","3","2","3","2","3","4","2","3","4","3","3","3","3","3","4","3","4","4","5","5","4","4","2","2","1","1","2"
"985","2","29","1","1","1","6","1","2","4","3","3","4","2","4","3","3","3","3","3","3","3","3","3","2","3","3","3","2","3","3","4","3","3","3","3","3","3","4","3","3","3","3","4","3","3","3"
